timestamp_iso,endpoint,method,status,duration_ms
2025-10-29T03:44:14+00:00,/health,GET,200,2.118
2025-10-29T03:44:14+00:00,/health,GET,200,3.906
2025-10-29T03:44:14+00:00,/health,GET,200,1.627
2025-10-29T03:44:14+00:00,/health,GET,200,1.480
2025-10-29T03:44:14+00:00,/health,GET,200,1.488
2025-10-29T03:44:14+00:00,/health,GET,200,3.322
2025-10-29T03:44:14+00:00,/health,GET,200,1.771
2025-10-29T03:44:14+00:00,/health,GET,200,2.621
2025-10-29T03:44:14+00:00,/health,GET,200,1.585
2025-10-29T03:44:14+00:00,/health,GET,200,2.110
2025-10-29T03:44:14+00:00,/health,GET,200,2.913
2025-10-29T03:44:14+00:00,/health,GET,200,2.678
2025-10-29T03:44:14+00:00,/health,GET,200,1.877
2025-10-29T03:44:14+00:00,/health,GET,200,1.622
2025-10-29T03:44:14+00:00,/health,GET,200,2.583
2025-10-29T03:44:14+00:00,/health,GET,200,3.713
2025-10-29T03:44:14+00:00,/health,GET,200,1.723
2025-10-29T03:44:14+00:00,/health,GET,200,2.109
2025-10-29T03:44:14+00:00,/health,GET,200,3.747
2025-10-29T03:44:14+00:00,/health,GET,200,2.274
2025-10-29T03:44:14+00:00,/health,GET,200,2.757
2025-10-29T03:44:14+00:00,/health,GET,200,7.241
2025-10-29T03:44:14+00:00,/health,GET,200,3.129
2025-10-29T03:44:14+00:00,/health,GET,200,1.445
2025-10-29T03:44:14+00:00,/health,GET,200,1.530
2025-10-29T03:44:14+00:00,/health,GET,200,2.506
2025-10-29T03:44:14+00:00,/health,GET,200,3.501
2025-10-29T03:44:14+00:00,/health,GET,200,4.151
2025-10-29T03:44:14+00:00,/health,GET,200,2.311
2025-10-29T03:44:14+00:00,/health,GET,200,3.391
2025-10-29T03:44:14+00:00,/health,GET,200,1.796
2025-10-29T03:44:14+00:00,/health,GET,200,2.290
2025-10-29T03:44:14+00:00,/health,GET,200,2.924
2025-10-29T03:44:14+00:00,/health,GET,200,2.192
2025-10-29T03:44:14+00:00,/health,GET,200,2.730
2025-10-29T03:44:14+00:00,/health,GET,200,2.715
2025-10-29T03:44:14+00:00,/health,GET,200,2.264
2025-10-29T03:44:14+00:00,/health,GET,200,1.606
2025-10-29T03:44:14+00:00,/health,GET,200,1.528
2025-10-29T03:44:14+00:00,/health,GET,200,1.961
2025-10-29T03:44:14+00:00,/health,GET,200,2.138
2025-10-29T03:44:14+00:00,/health,GET,200,2.179
2025-10-29T03:44:14+00:00,/health,GET,200,2.203
2025-10-29T03:44:14+00:00,/health,GET,200,2.597
2025-10-29T03:44:14+00:00,/health,GET,200,2.669
2025-10-29T03:44:14+00:00,/health,GET,200,1.480
2025-10-29T03:44:14+00:00,/health,GET,200,1.668
2025-10-29T03:44:14+00:00,/health,GET,200,1.669
2025-10-29T03:44:14+00:00,/health,GET,200,2.818
2025-10-29T03:44:14+00:00,/health,GET,200,2.923
2025-10-29T03:44:14+00:00,/health,GET,200,2.436
2025-10-29T03:44:14+00:00,/health,GET,200,3.032
2025-10-29T03:44:14+00:00,/health,GET,200,1.798
2025-10-29T03:44:14+00:00,/health,GET,200,2.347
2025-10-29T03:44:14+00:00,/health,GET,200,1.746
2025-10-29T03:44:14+00:00,/health,GET,200,11.165
2025-10-29T03:44:14+00:00,/health,GET,200,12.891
2025-10-29T03:44:14+00:00,/health,GET,200,2.908
2025-10-29T03:44:14+00:00,/health,GET,200,2.622
2025-10-29T03:44:14+00:00,/health,GET,200,4.448
2025-10-29T03:44:14+00:00,/health,GET,200,1.855
2025-10-29T03:44:14+00:00,/health,GET,200,4.342
2025-10-29T03:44:14+00:00,/health,GET,200,16.761
2025-10-29T03:44:14+00:00,/health,GET,200,10.506
2025-10-29T03:44:14+00:00,/health,GET,200,18.506
2025-10-29T03:44:14+00:00,/health,GET,200,2.776
2025-10-29T03:44:14+00:00,/health,GET,200,5.288
2025-10-29T03:44:14+00:00,/health,GET,200,3.869
2025-10-29T03:44:14+00:00,/health,GET,200,5.758
2025-10-29T03:44:14+00:00,/health,GET,200,1.788
2025-10-29T03:44:14+00:00,/health,GET,200,1.684
2025-10-29T03:44:14+00:00,/health,GET,200,2.334
2025-10-29T03:44:14+00:00,/health,GET,200,3.039
2025-10-29T03:44:14+00:00,/health,GET,200,2.161
2025-10-29T03:44:14+00:00,/health,GET,200,2.920
2025-10-29T03:44:14+00:00,/health,GET,200,1.670
2025-10-29T03:44:14+00:00,/health,GET,200,1.648
2025-10-29T03:44:14+00:00,/health,GET,200,1.911
2025-10-29T03:44:14+00:00,/health,GET,200,2.248
2025-10-29T03:44:14+00:00,/health,GET,200,1.983
2025-10-29T03:44:14+00:00,/health,GET,200,2.494
2025-10-29T03:44:14+00:00,/health,GET,200,1.777
2025-10-29T03:44:14+00:00,/health,GET,200,1.757
2025-10-29T03:44:14+00:00,/health,GET,200,2.162
2025-10-29T03:44:14+00:00,/health,GET,200,1.533
2025-10-29T03:44:14+00:00,/health,GET,200,2.132
2025-10-29T03:44:14+00:00,/health,GET,200,1.694
2025-10-29T03:44:14+00:00,/health,GET,200,1.837
2025-10-29T03:44:14+00:00,/health,GET,200,1.495
2025-10-29T03:44:14+00:00,/health,GET,200,1.633
2025-10-29T03:44:14+00:00,/health,GET,200,2.010
2025-10-29T03:44:14+00:00,/health,GET,200,9.778
2025-10-29T03:44:14+00:00,/health,GET,200,2.143
2025-10-29T03:44:14+00:00,/health,GET,200,2.561
2025-10-29T03:44:14+00:00,/health,GET,200,7.652
2025-10-29T03:44:14+00:00,/health,GET,200,3.006
2025-10-29T03:44:14+00:00,/health,GET,200,2.130
2025-10-29T03:44:14+00:00,/health,GET,200,1.500
2025-10-29T03:44:14+00:00,/health,GET,200,2.102
2025-10-29T03:44:14+00:00,/health,GET,200,3.079
2025-10-29T03:44:14+00:00,/health,GET,200,2.299
2025-10-29T03:44:14+00:00,/health,GET,200,11.012
2025-10-29T03:44:14+00:00,/health,GET,200,2.347
2025-10-29T03:44:14+00:00,/health,GET,200,3.169
2025-10-29T03:44:14+00:00,/health,GET,200,19.889
2025-10-29T03:44:14+00:00,/health,GET,200,2.865
2025-10-29T03:44:14+00:00,/health,GET,200,7.431
2025-10-29T03:44:14+00:00,/health,GET,200,2.669
2025-10-29T03:44:14+00:00,/health,GET,200,13.343
2025-10-29T03:44:14+00:00,/health,GET,200,22.258
2025-10-29T03:44:14+00:00,/health,GET,200,4.175
2025-10-29T03:44:14+00:00,/health,GET,200,4.231
2025-10-29T03:44:14+00:00,/health,GET,200,3.002
2025-10-29T03:44:14+00:00,/health,GET,200,15.453
2025-10-29T03:44:14+00:00,/health,GET,200,16.980
2025-10-29T03:44:14+00:00,/health,GET,200,29.546
2025-10-29T03:44:14+00:00,/health,GET,200,15.515
2025-10-29T03:44:14+00:00,/health,GET,200,2.923
2025-10-29T03:44:14+00:00,/health,GET,200,5.792
2025-10-29T03:44:14+00:00,/health,GET,200,11.511
2025-10-29T03:44:14+00:00,/health,GET,200,19.355
2025-10-29T03:44:14+00:00,/health,GET,200,2.584
2025-10-29T03:44:14+00:00,/health,GET,200,117.998
2025-10-29T03:44:14+00:00,/health,GET,200,13.467
2025-10-29T03:44:14+00:00,/health,GET,200,14.938
2025-10-29T03:44:14+00:00,/health,GET,200,4.951
2025-10-29T03:44:14+00:00,/health,GET,200,2.090
2025-10-29T03:44:14+00:00,/health,GET,200,3.114
2025-10-29T03:44:14+00:00,/health,GET,200,2.124
2025-10-29T03:44:14+00:00,/health,GET,200,1.920
2025-10-29T03:44:14+00:00,/health,GET,200,1.881
2025-10-29T03:44:14+00:00,/health,GET,200,2.131
2025-10-29T03:44:14+00:00,/health,GET,200,1.921
2025-10-29T03:44:14+00:00,/health,GET,200,1.716
2025-10-29T03:44:14+00:00,/health,GET,200,1.990
2025-10-29T03:44:14+00:00,/health,GET,200,5.407
2025-10-29T03:44:14+00:00,/health,GET,200,2.014
2025-10-29T03:44:14+00:00,/health,GET,200,1.983
2025-10-29T03:44:14+00:00,/health,GET,200,1.696
2025-10-29T03:44:14+00:00,/health,GET,200,1.894
2025-10-29T03:44:14+00:00,/health,GET,200,1.368
2025-10-29T03:44:14+00:00,/health,GET,200,2.338
2025-10-29T03:44:14+00:00,/health,GET,200,1.826
2025-10-29T03:44:14+00:00,/health,GET,200,1.736
2025-10-29T03:44:14+00:00,/health,GET,200,1.823
2025-10-29T03:44:14+00:00,/health,GET,200,2.237
2025-10-29T03:44:14+00:00,/health,GET,200,2.024
2025-10-29T03:44:14+00:00,/health,GET,200,2.083
2025-10-29T03:44:14+00:00,/health,GET,200,2.981
2025-10-29T03:44:14+00:00,/health,GET,200,2.787
2025-10-29T03:44:14+00:00,/health,GET,200,1.768
2025-10-29T03:44:14+00:00,/health,GET,200,1.581
2025-10-29T03:44:14+00:00,/health,GET,200,4.638
2025-10-29T03:44:14+00:00,/health,GET,200,1.863
2025-10-29T03:44:14+00:00,/health,GET,200,1.563
2025-10-29T03:44:14+00:00,/health,GET,200,2.929
2025-10-29T03:44:14+00:00,/health,GET,200,1.572
2025-10-29T03:44:14+00:00,/health,GET,200,2.010
2025-10-29T03:44:14+00:00,/health,GET,200,1.545
2025-10-29T03:44:14+00:00,/health,GET,200,1.615
2025-10-29T03:44:14+00:00,/health,GET,200,4.908
2025-10-29T03:44:14+00:00,/health,GET,200,1.961
2025-10-29T03:44:14+00:00,/health,GET,200,1.593
2025-10-29T03:44:14+00:00,/health,GET,200,3.671
2025-10-29T03:44:14+00:00,/health,GET,200,3.661
2025-10-29T03:44:14+00:00,/health,GET,200,1.806
2025-10-29T03:44:14+00:00,/health,GET,200,2.368
2025-10-29T03:44:14+00:00,/health,GET,200,3.561
2025-10-29T03:44:14+00:00,/health,GET,200,1.685
2025-10-29T03:44:14+00:00,/health,GET,200,3.516
2025-10-29T03:44:14+00:00,/health,GET,200,1.642
2025-10-29T03:44:14+00:00,/health,GET,200,2.229
2025-10-29T03:44:14+00:00,/health,GET,200,2.091
2025-10-29T03:44:14+00:00,/health,GET,200,1.646
2025-10-29T03:44:14+00:00,/health,GET,200,3.521
2025-10-29T03:44:14+00:00,/health,GET,200,1.460
2025-10-29T03:44:14+00:00,/health,GET,200,1.561
2025-10-29T03:44:14+00:00,/health,GET,200,2.508
2025-10-29T03:44:14+00:00,/health,GET,200,1.483
2025-10-29T03:44:14+00:00,/health,GET,200,2.108
2025-10-29T03:44:14+00:00,/health,GET,200,3.879
2025-10-29T03:44:14+00:00,/health,GET,200,5.096
2025-10-29T03:44:14+00:00,/health,GET,200,6.095
2025-10-29T03:44:14+00:00,/health,GET,200,1.447
2025-10-29T03:44:14+00:00,/health,GET,200,2.194
2025-10-29T03:44:14+00:00,/health,GET,200,1.885
2025-10-29T03:44:14+00:00,/health,GET,200,2.272
2025-10-29T03:44:14+00:00,/health,GET,200,1.474
2025-10-29T03:44:14+00:00,/health,GET,200,1.614
2025-10-29T03:44:14+00:00,/health,GET,200,1.562
2025-10-29T03:44:14+00:00,/health,GET,200,1.867
2025-10-29T03:44:14+00:00,/health,GET,200,1.696
2025-10-29T03:44:14+00:00,/health,GET,200,1.689
2025-10-29T03:44:14+00:00,/health,GET,200,1.405
2025-10-29T03:44:14+00:00,/health,GET,200,1.433
2025-10-29T03:44:14+00:00,/health,GET,200,1.731
2025-10-29T03:44:14+00:00,/health,GET,200,2.014
2025-10-29T03:44:14+00:00,/health,GET,200,1.386
2025-10-29T03:44:14+00:00,/health,GET,200,1.755
2025-10-29T03:44:14+00:00,/health,GET,200,4.816
2025-10-29T03:44:14+00:00,/api/health,GET,200,745.979
2025-10-29T03:44:14+00:00,/api/health,GET,200,166.035
2025-10-29T03:44:14+00:00,/api/health,GET,200,140.817
2025-10-29T03:44:14+00:00,/api/health,GET,200,141.065
2025-10-29T03:44:14+00:00,/api/health,GET,200,133.431
2025-10-29T03:44:14+00:00,/api/health,GET,200,128.318
2025-10-29T03:44:14+00:00,/api/health,GET,200,204.289
2025-10-29T03:44:14+00:00,/api/health,GET,200,140.885
2025-10-29T03:44:14+00:00,/api/health,GET,200,130.070
2025-10-29T03:44:14+00:00,/api/health,GET,200,140.189
2025-10-29T03:44:14+00:00,/api/health,GET,200,130.528
2025-10-29T03:44:14+00:00,/api/health,GET,200,130.665
2025-10-29T03:44:14+00:00,/api/health,GET,200,131.676
2025-10-29T03:44:14+00:00,/api/health,GET,200,119.986
2025-10-29T03:44:14+00:00,/api/health,GET,200,162.720
2025-10-29T03:44:14+00:00,/api/health,GET,200,176.191
2025-10-29T03:44:14+00:00,/api/health,GET,200,229.999
2025-10-29T03:44:14+00:00,/api/health,GET,200,123.590
2025-10-29T03:44:14+00:00,/api/health,GET,200,207.264
2025-10-29T03:44:14+00:00,/api/health,GET,200,108.343
2025-10-29T03:44:14+00:00,/api/health,GET,200,143.354
